SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-18-2018,Single Family Residential,12 Carter St,Newton,MA,02460,835000,3,2.5,Newtonville,1464,6750,1910,188,570,,Sold,,,http://www.redfin.com/MA/Newton/12-Carter-St-02460/home/11419068,MLS PIN,72284627,N,Y,42.351717,-71.19892
PAST SALE,August-22-2018,Single Family Residential,195 Waltham St,Newton,MA,02465,925000,4,2.5,Newton,1900,8220,1928,62,487,,Sold,,,http://www.redfin.com/MA/West-Newton/195-Waltham-St-02465/home/11433449,MLS PIN,72350560,N,Y,42.3601977,-71.2229881
PAST SALE,November-20-2017,Single Family Residential,305 Woodcliff Rd,Newton,MA,02461,920000,3,2.0,Newton,1696,7704,1955,337,542,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/305-Woodcliff-Rd-02461/home/11478340,MLS PIN,72235320,N,Y,42.3127553,-71.2015004
PAST SALE,March-24-2017,Single Family Residential,73 Canterbury Rd,Newton,MA,02461,867000,3,2.5,Newton Highlands,1872,5270,1940,578,463,,Sold,,,http://www.redfin.com/MA/Newton/73-Canterbury-Rd-02461/home/11455328,MLS PIN,72124686,N,Y,42.3198254,-71.2202036
PAST SALE,August-25-2016,Single Family Residential,39 Rowena Rd,Newton,MA,02459,837500,4,2.5,Newton,2252,12864,1955,789,372,,Sold,,,http://www.redfin.com/MA/Newton-Centre/39-Rowena-Rd-02459/home/11461452,MLS PIN,72027576,N,Y,42.3230539,-71.1979616
PAST SALE,June-30-2017,Townhouse,56 Webster St #56,Newton,MA,02465,860000,4,3.5,Newton,2443,3776,1865,480,352,319,Sold,,,http://www.redfin.com/MA/Newton/56-Webster-St-02465/unit-56/home/77492250,MLS PIN,72170372,N,Y,42.3500012,-71.2288039
PAST SALE,August-2-2018,Single Family Residential,50 Elmore St,Newton,MA,02459,965000,4,2.0,Newton,2389,7733,1900,82,404,,Sold,,,http://www.redfin.com/MA/Newton-Centre/50-Elmore-St-02459/home/11413549,MLS PIN,72320522,N,Y,42.3387019,-71.1954205
PAST SALE,September-29-2017,Single Family Residential,69 Lakeview Ave,Newton,MA,02460,960000,3,2.0,Bulloughs Pond,2084,10130,1955,389,461,,Sold,,,http://www.redfin.com/MA/Newtonville/69-Lakeview-Ave-02460/home/11424013,MLS PIN,72196762,N,Y,42.3385001,-71.2095759
PAST SALE,,Townhouse,67 Prospect St,Newton,MA,02465,815000,3,2.5,,1968,29000,1984,,414,,,,,http://www.redfin.com/MA/Newton/67-Prospect-St-02465/home/11494540,,,N,Y,42.3449235,-71.233404
PAST SALE,June-30-2017,Single Family Residential,65 Grove St,Newton,MA,02466,950000,3,2.0,Auburndale,1953,18365,1930,480,486,,Sold,,,http://www.redfin.com/MA/Auburndale/65-Grove-St-02466/home/11440359,MLS PIN,72142348,N,Y,42.344328,-71.2478321
PAST SALE,September-13-2017,Townhouse,67 Prospect St #67,Newton,MA,02465,815000,3,2.5,Newton,2260,,1984,405,361,250,Sold,,,http://www.redfin.com/MA/Newton/67-Prospect-St-02465/unit-67/home/114024613,MLS PIN,72171081,N,Y,42.3449235,-71.233404
PAST SALE,December-13-2017,Single Family Residential,161 PARMENTER Rd,Newton,MA,02465,685000,3,2.0,West Newton,1650,8931,1925,314,415,,Sold,,,http://www.redfin.com/MA/West-Newton/161-Parmenter-Rd-02465/home/11441709,MLS PIN,72223447,N,Y,42.3607321,-71.2318521
PAST SALE,October-13-2017,Single Family Residential,15 Edgewood Rd,Newton,MA,02465,632000,3,2.0,West Newton,1088,8050,1930,375,581,,Sold,,,http://www.redfin.com/MA/West-Newton/15-Edgewood-Rd-02465/home/11442945,MLS PIN,72221108,N,Y,42.3528851,-71.2372817
PAST SALE,October-6-2017,Single Family Residential,50 Albert Rd,Newton,MA,02466,815000,4,2.5,Auburndale,2144,12600,1955,382,380,,Sold,,,http://www.redfin.com/MA/Auburndale/50-Albert-Rd-02466/home/11444361,MLS PIN,72169840,N,Y,42.3556275,-71.2398805
PAST SALE,September-20-2017,Single Family Residential,21 Mosman St,Newton,MA,02465,739000,3,2.0,West Newton,1576,7740,1954,398,469,,Sold,,,http://www.redfin.com/MA/Newton/21-Mosman-St-02465/home/11432717,MLS PIN,72206679,N,Y,42.3615481,-71.2180224
PAST SALE,,Single Family Residential,107 Fordham Rd,Newton,MA,02465,750000,4,2.0,,1571,7226,1937,,477,,,,,http://www.redfin.com/MA/Newton/107-Fordham-Rd-02465/home/11433908,,,N,Y,42.3591765,-71.2262251
PAST SALE,November-28-2017,Single Family Residential,20 Lyme Rd,Newton,MA,02465,902000,3,2.5,West Newton,2400,7802,1979,329,376,,Sold,,,http://www.redfin.com/MA/West-Newton/20-Lyme-Rd-02465/home/11433394,MLS PIN,72231943,N,Y,42.3596035,-71.2229881
PAST SALE,December-23-2015,Single Family Residential,17 Hemlock Rd,Newton,MA,02464,725000,4,2.5,Newton Upper Falls,2195,7200,1940,1035,330,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/17-Hemlock-Rd-02464/home/11445225,MLS PIN,71896048,N,Y,42.3165542,-71.2193219
PAST SALE,June-6-2016,Single Family Residential,66 Margaret Rd,Newton,MA,02461,847000,4,2.0,Newton,1680,7342,1940,869,504,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/66-Margaret-Rd-02461/home/11445885,MLS PIN,71983886,N,Y,42.3162302,-71.2147738
PAST SALE,December-30-2015,Single Family Residential,35 Great Meadow Rd,Newton,MA,02459,850000,3,2.0,Newton,2140,9180,1938,1028,397,,Sold,,,http://www.redfin.com/MA/Newton-Centre/35-Great-Meadow-Rd-02459/home/11480106,MLS PIN,71924303,N,Y,42.3150311,-71.1936569
PAST SALE,,Townhouse,49 Florence St,Chestnut Hill,MA,02467,880000,3,2.5,,2186,10043,1998,,403,,,,,http://www.redfin.com/MA/Chestnut-Hill/49-Florence-St-02467/home/11482440,,,N,Y,42.3180616,-71.1800811
PAST SALE,May-2-2017,Single Family Residential,392 Boylston St #392,Newton,MA,02459,740000,3,3.5,Newton Center,2204,13743,2000,539,336,,Sold,,,http://www.redfin.com/MA/Chestnut-Hill/392-Boylston-St-02467/unit-392/home/77505196,MLS PIN,72117825,N,Y,42.3188065,-71.1846713
PAST SALE,,Townhouse,50 Undine Rd #3,Newton,MA,02458,708000,3,2.5,,2080,69407,1985,,340,,,,,http://www.redfin.com/MA/Newton/50-Undine-Rd-02458/unit-3/home/11497884,,,N,Y,42.3416212,-71.1682205
PAST SALE,August-17-2017,Townhouse,188 E Side Pkwy #188,Newton,MA,02458,820000,3,2.0,Newtonville,1887,9000,1963,432,435,,Sold,,,http://www.redfin.com/MA/Newton/188-E-Side-Pkwy-02458/unit-188/home/105467728,MLS PIN,72149516,N,Y,42.3479971,-71.1972296
PAST SALE,September-25-2017,Single Family Residential,18 Jameson Rd,Newton,MA,02458,926000,4,2.5,Newton Corner,2208,8712,1925,393,419,,Sold,,,http://www.redfin.com/MA/Newton/18-Jameson-Rd-02458/home/11474736,MLS PIN,72196941,N,Y,42.3457315,-71.1857257
PAST SALE,December-21-2017,Single Family Residential,19 Sargent Park,Newton,MA,02458,931250,3,3.0,Newton,1757,9740,1924,306,530,,Sold,,,http://www.redfin.com/MA/Newton/19-Sargent-Park-02458/home/11473501,MLS PIN,72241299,N,Y,42.3470008,-71.18456
PAST SALE,January-31-2018,Single Family Residential,618 Beacon St,Newton,MA,02459,950000,4,2.0,Newton,2010,9200,1928,265,473,,Sold,,,http://www.redfin.com/MA/Newton-Centre/618-Beacon-St-02459/home/11466715,MLS PIN,72266136,N,Y,42.3312964,-71.1854883
PAST SALE,August-14-2017,Townhouse,91 Madison Ave #91,Newton,MA,02460,700000,3,2.0,Newton,1353,6642,1910,435,517,,Sold,,,http://www.redfin.com/MA/Newton/91-Madison-Ave-02460/unit-91/home/77500127,MLS PIN,72172223,N,Y,42.3502072,-71.2057234
PAST SALE,,Single Family Residential,470 Quinobequin Rd,Waban,MA,02468,875000,3,3.5,,2100,10710,1953,,417,,,,,http://www.redfin.com/MA/Waban/470-Quinobequin-Rd-02468/home/11457668,,,N,Y,42.3220219,-71.2362607
PAST SALE,May-1-2017,Single Family Residential,25 Belmore Park,Newton,MA,02462,755000,3,2.5,Newton Lower Falls,1700,10072,1937,540,444,,Sold,,,http://www.redfin.com/MA/Auburndale/25-Belmore-Park-02466/home/11495529,MLS PIN,72128135,N,Y,42.3300899,-71.2512847
PAST SALE,May-31-2016,Single Family Residential,2075 Beacon St,Newton,MA,02468,710000,3,2.0,Waban - Angier School District,2400,11600,1920,875,296,,Sold,,,http://www.redfin.com/MA/Newton/2075-Beacon-St-02462/home/11495525,MLS PIN,71980092,N,Y,42.330094,-71.2479551
PAST SALE,,Townhouse,43 Bennington St,Newton,MA,02458,610000,4,2.5,,1093,6900,1960,,558,,,,,http://www.redfin.com/MA/Newton/43-Bennington-St-02458/home/11493146,,,N,Y,42.3517447,-71.1876557
PAST SALE,,Townhouse,20 Richardson St,Newton,MA,02458,699000,3,2.5,,1946,10687,2000,,359,,,,,http://www.redfin.com/MA/Newton/20-Richardson-St-02458/home/11501332,,,N,Y,42.3550856,-71.1872287
PAST SALE,July-28-2016,Townhouse,34 Emerson St #34,Newton,MA,02458,733000,5,2.5,Newton Corner,1835,3987,1880,817,399,160,Sold,,,http://www.redfin.com/MA/Newton/34-Emerson-St-02458/unit-34/home/19003468,MLS PIN,72023845,N,Y,42.3586155,-71.1882001
PAST SALE,October-26-2015,Townhouse,115 Jewett St #3,Newton,MA,02458,762500,3,2.5,Newton Corner,1747,15300,1860,1093,436,220,Sold,,,http://www.redfin.com/MA/Newton/115-Jewett-St-02458/unit-3/home/79807444,MLS PIN,71837355,N,Y,42.3573589,-71.1914993
PAST SALE,July-20-2016,Townhouse,6 Heathwood Ln #6,Brookline,MA,02467,890000,3,2.5,Brookline,1586,,1984,825,561,294,Sold,,,http://www.redfin.com/MA/Brookline/6-Heathwood-Ln-02467/unit-6/home/137303154,MLS PIN,72014232,N,Y,42.3179961,-71.1736498
PAST SALE,October-18-2016,Single Family Residential,95 Craftsland Rd,Brookline,MA,02467,865000,3,3.0,Chestnut Hill,1841,6730,1940,735,470,,Sold,,,http://www.redfin.com/MA/Chestnut-Hill/95-Craftsland-Rd-02467/home/11498943,MLS PIN,72020771,N,Y,42.3165218,-71.1756602
PAST SALE,May-15-2017,Single Family Residential,83 Craftsland Rd,Brookline,MA,02467,985000,3,2.5,Chestnut Hill,2181,7350,1950,526,452,,Sold,,,http://www.redfin.com/MA/Chestnut-Hill/83-Craftsland-Rd-02467/home/11498952,MLS PIN,72125902,N,Y,42.3167628,-71.1752193
PAST SALE,April-8-2016,Single Family Residential,6 ANTHONY Rd,Newton,MA,02460,889000,4,3.0,Newtonville,2440,10783,1963,928,364,,Sold,,,http://www.redfin.com/MA/Newton/6-Anthony-Rd-02460/home/11416340,MLS PIN,71950364,N,Y,42.3637214,-71.2145185
PAST SALE,April-28-2017,Single Family Residential,19 Fessenden St,Newton,MA,02460,875000,3,3.0,Newtonville,2124,7070,1940,543,412,,Sold,,,http://www.redfin.com/MA/Newton/19-Fessenden-St-02460/home/11417006,MLS PIN,72107622,N,Y,42.3603331,-71.2143561
PAST SALE,August-25-2016,Single Family Residential,321 Crafts St,Newton,MA,02460,1000000,3,3.0,Newton,2417,13210,1925,789,414,,Sold,,,http://www.redfin.com/MA/Newton/321-Crafts-St-02460/home/11421038,MLS PIN,72009958,N,Y,42.3594088,-71.2124069
PAST SALE,January-19-2017,Single Family Residential,24 Maynard St,Newton,MA,02465,675000,3,2.0,West Newton,1582,8680,1953,642,427,,Sold,,,http://www.redfin.com/MA/West-Newton/24-Maynard-St-02465/home/11432825,MLS PIN,72052206,N,Y,42.3607447,-71.2178832
PAST SALE,,Single Family Residential,129 Spiers Rd,Newton,MA,02459,480000,4,1.0,,1394,7032,1946,,344,,,,,http://www.redfin.com/MA/Newton/129-Spiers-Rd-02459/home/11500823,,,N,Y,42.2900549,-71.1838174
PAST SALE,May-13-2016,Single Family Residential,5 TUDOR Ter,Newton,MA,02466,800000,3,3.0,Newton,1908,6726,1983,893,419,,Sold,,,http://www.redfin.com/MA/Auburndale/5-Tudor-Ter-02466/home/11443801,MLS PIN,71965637,N,Y,42.3494963,-71.2429433
PAST SALE,October-12-2016,Single Family Residential,59 Newell Rd,Newton,MA,02466,911500,4,2.5,Auburndale,2164,5390,1896,741,421,,Sold,,,http://www.redfin.com/MA/Auburndale/59-Newell-Rd-02466/home/11444041,MLS PIN,72016444,N,Y,42.3509571,-71.2434537
PAST SALE,December-16-2015,Single Family Residential,2171 Commonwealth Ave,Newton,MA,02466,1000000,4,3.0,Newton,1925,19682,1965,1042,519,,Sold,,,http://www.redfin.com/MA/Auburndale/2171-Commonwealth-Ave-02466/home/11436450,MLS PIN,71873483,N,Y,42.3481807,-71.2512035
PAST SALE,May-10-2017,Single Family Residential,10 Auburn Ter,Newton,MA,02466,866000,4,2.5,Newton,1993,4356,1892,531,435,,Sold,,,http://www.redfin.com/MA/Auburndale/10-Auburn-Ter-02466/home/11439470,MLS PIN,72128308,N,Y,42.3455707,-71.2401589
PAST SALE,November-10-2016,Single Family Residential,18 Camden Rd,Newton,MA,02466,750000,4,2.0,Newton,1900,4303,1902,712,395,,Sold,,,http://www.redfin.com/MA/Auburndale/18-Camden-Rd-02466/home/11443896,MLS PIN,72067484,N,Y,42.3491066,-71.2417367
PAST SALE,November-15-2016,Single Family Residential,4 Rose Dr,Newton,MA,02465,749000,5,2.5,Newton,2470,5233,1948,707,303,,Sold,,,http://www.redfin.com/MA/West-Newton/4-Rose-Dr-02465/home/11494955,MLS PIN,72067440,N,Y,42.3553757,-71.2342188
PAST SALE,March-10-2017,Townhouse,40 Crescent St Unit C,Newton,MA,02465,590000,3,2.0,Newton,1469,,2000,592,402,339,Sold,,,http://www.redfin.com/MA/Auburndale/40-Crescent-St-02466/unit-C/home/77490897,MLS PIN,72107774,N,Y,42.3477355,-71.2371235
PAST SALE,April-13-2017,Townhouse,160 Pine St #26,Newton,MA,02466,610000,3,2.5,Auburndale,1810,,1985,558,337,388,Sold,,,http://www.redfin.com/MA/Auburndale/160-Pine-St-02466/unit-26/home/11442804,MLS PIN,72068310,N,Y,42.3520473,-71.241407
PAST SALE,December-16-2016,Townhouse,25 Faxon St #2,Newton,MA,02458,767500,3,2.5,Newton,1700,2500,2016,676,451,,Sold,,,http://www.redfin.com/MA/Newton/25-Faxon-St-02458/unit-2/home/108970975,MLS PIN,72062760,N,Y,42.3640953,-71.1994447
PAST SALE,May-2-2017,Single Family Residential,40 Solon St,Newton,MA,02461,974700,3,3.0,Newton Highlands,2071,6241,1934,539,471,,Sold,,,http://www.redfin.com/MA/Newton-Highlands/40-Solon-St-02461/home/11478518,MLS PIN,72128335,N,Y,42.3169708,-71.2015932
PAST SALE,May-23-2017,Single Family Residential,4 Howley Ave,Newton,MA,02459,894000,4,2.0,Newton Center,2454,10073,1900,518,364,,Sold,,,http://www.redfin.com/MA/Newton-Centre/4-Howley-Ave-02459/home/11479360,MLS PIN,72121812,N,Y,42.3123619,-71.1967665
PAST SALE,,Townhouse,66 Cypress St,Newton Centre,MA,02459,930000,3,3.0,,2140,11000,2001,,435,,,,,http://www.redfin.com/MA/Newton-Centre/66-Cypress-St-02459/home/11498589,,,N,Y,42.3273235,-71.1936105
PAST SALE,June-16-2016,Single Family Residential,69 Cummings Rd,Newton,MA,02459,825000,3,2.5,Newton,1805,11682,1850,859,457,,Sold,,,http://www.redfin.com/MA/Newton-Centre/69-Cummings-Rd-02459/home/11464608,MLS PIN,71991056,N,Y,42.3349571,-71.2121284
PAST SALE,,Condo/Co-op,40 Cummings Rd,Newton Centre,MA,02459,769000,3,2.5,,1420,,1875,,542,,,,,http://www.redfin.com/MA/Newton-Centre/40-Cummings-Rd-02459/home/11502195,,,N,Y,42.3358945,-71.2106433
PAST SALE,,Townhouse,6 Heathwood Ln,Chestnut Hill,MA,02467,890000,3,2.5,,1586,,1984,,561,,,,,http://www.redfin.com/MA/Chestnut-Hill/6-Heathwood-Ln-02467/home/11498911,,,N,Y,42.3179893,-71.1737807
PAST SALE,September-16-2016,Single Family Residential,42 Roundwood Rd,Newton,MA,02464,735000,3,2.5,Elliot Hill,1583,6180,1939,767,464,,Sold,,,http://www.redfin.com/MA/Newton-Upper-Falls/42-Roundwood-Rd-02464/home/11496245,MLS PIN,72043926,N,Y,42.3175843,-71.2181616
PAST SALE,October-19-2017,Townhouse,137 Charlesbank Rd Unit A,Newton,MA,02458,850000,3,3.5,Newton,1794,,2017,369,474,275,Sold,,,http://www.redfin.com/MA/Newton/137-Charlesbank-Rd-02458/unit-A/home/113004375,MLS PIN,72216651,N,Y,42.3585436,-71.1821362
PAST SALE,May-17-2017,Townhouse,63 Boyd St #63,Watertown,MA,02472,825000,3,3.0,Watertown,2360,,2014,524,350,250,Sold,,,http://www.redfin.com/MA/Watertown/63-Boyd-St-02472/unit-63/home/113058728,MLS PIN,72116524,N,Y,42.3600633,-71.1886566
PAST SALE,,Single Family Residential,56 Boyd St,Newton,MA,02458,800000,4,2.5,,2323,5626,1889,,344,,,,,http://www.redfin.com/MA/Newton/56-Boyd-St-02458/home/11470397,,,N,Y,42.3596239,-71.188041
PAST SALE,,Townhouse,63 Boyd St,Watertown,MA,02472,825000,3,3.0,,2360,,2014,,350,,,,,http://www.redfin.com/MA/Watertown/63-Boyd-St-02472/home/52884729,,,N,Y,42.3600633,-71.1886566
PAST SALE,,Single Family Residential,147 Andrew St,Newton Highlands,MA,02461,840000,3,3.0,,1539,10025,1960,,546,,,,,http://www.redfin.com/MA/Newton-Highlands/147-Andrew-St-02461/home/11487914,,,N,Y,42.3146945,-71.2046099
PAST SALE,November-16-2015,Single Family Residential,71 Fairway Dr,Newton,MA,02465,775000,3,2.5,West Newton,2130,7710,1940,1072,364,,Sold,,,http://www.redfin.com/MA/Newton/71-Fairway-Dr-02465/home/11426285,MLS PIN,71905501,N,Y,42.3552994,-71.2180677
PAST SALE,October-3-2016,Townhouse,1170 Chestnut St #1170,Newton,MA,02464,767500,4,2.5,Newton,2486,9100,2003,750,309,1,Sold,,,http://www.redfin.com/MA/Newton/1170-Chestnut-St-02464/unit-1170/home/132092895,MLS PIN,72048571,N,Y,42.3093846,-71.2228519
PAST SALE,,Townhouse,10 California Park,Watertown,MA,02472,605000,3,2.5,,1504,,1995,,402,,,,,http://www.redfin.com/MA/Watertown/10-California-Park-02472/home/11683643,,,N,Y,42.3640576,-71.1922337
PAST SALE,November-1-2016,Townhouse,88-90 Allison St #88,Newton,MA,02458,755000,3,2.5,Nonantum,2025,7255,2012,721,373,90,Sold,,,http://www.redfin.com/MA/Newton/88-Allison-St-02458/home/11408841,MLS PIN,72068165,N,Y,42.3632329,-71.196631
PAST SALE,December-23-2016,Townhouse,131 Charlesbank Unit A,Newton,MA,02458,819000,3,2.5,Newton,2131,14080,1870,669,384,200,Sold,,,http://www.redfin.com/MA/Newton/131-Charlesbank-Rd-02458/unit-A/home/11470677,MLS PIN,72072429,N,Y,42.3585047,-71.1821001
PAST SALE,,Single Family Residential,225 Spiers Rd,Newton,MA,02459,550000,3,2.0,,1405,7004,1947,,391,,,,,http://www.redfin.com/MA/Newton/225-Spiers-Rd-02459/home/11491190,,,N,Y,42.2926015,-71.181021
PAST SALE,,Single Family Residential,21 Fredette Rd,Newton,MA,02459,880000,5,3.0,,2211,7000,1946,,398,,,,,http://www.redfin.com/MA/Newton/21-Fredette-Rd-02459/home/11490768,,,N,Y,42.2929275,-71.1816824
PAST SALE,,Single Family Residential,42 McCarthy Rd,Newton,MA,02459,800000,4,2.0,,1816,10375,1949,,441,,,,,http://www.redfin.com/MA/Newton/42-McCarthy-Rd-02459/home/11491591,,,N,Y,42.2931561,-71.1854419
PAST SALE,July-31-2018,Single Family Residential,19 Kappius Path,Newton,MA,02459,740000,4,2.5,Oak Hill Park,2112,7000,1946,84,350,,Sold,,,http://www.redfin.com/MA/Newton/19-Kappius-Path-02459/home/11491011,MLS PIN,72316237,N,Y,42.2901302,-71.1856634
PAST SALE,,Single Family Residential,819 Dedham St,Newton,MA,02459,800000,4,3.0,,1691,15093,1953,,473,,,,,http://www.redfin.com/MA/Newton/819-Dedham-St-02459/home/11492263,,,N,Y,42.2981987,-71.1855811
PAST SALE,September-26-2018,Townhouse,935 Lagrange St #935,Boston,MA,02132,725000,3,2.5,West Roxbury,2475,2475,2000,27,293,620,Sold,,,http://www.redfin.com/MA/Boston/935-Lagrange-St-02132/unit-935/home/146502526,MLS PIN,72375306,N,Y,42.2971181,-71.1721327
PAST SALE,November-6-2015,Single Family Residential,18 Crafts St,Waltham,MA,02453,575000,4,3.0,Newton Line,2500,5000,1920,1082,230,,Sold,,,http://www.redfin.com/MA/Waltham/18-Crafts-St-02453/home/11819886,MLS PIN,71913865,N,Y,42.3618723,-71.2355182
PAST SALE,September-7-2016,Single Family Residential,17 Jerome Ave,Newton,MA,02465,670000,3,2.0,West Newton,1788,2640,1894,776,375,,Sold,,,http://www.redfin.com/MA/West-Newton/17-Jerome-Ave-02465/home/11435104,MLS PIN,72041300,N,Y,42.359564,-71.2275826
PAST SALE,,Single Family Residential,1560 Washington St,West Newton,MA,02465,590000,3,2.0,,1008,9215,1923,,585,,,,,http://www.redfin.com/MA/West-Newton/1560-Washington-St-02465/home/11428076,,,N,Y,42.344316,-71.2344973
PAST SALE,May-18-2017,Single Family Residential,111 Auburndale Ave,Newton,MA,02465,820000,3,2.5,Auburndale,1828,8616,1924,523,449,,Sold,,,http://www.redfin.com/MA/Newton/111-Auburndale-Ave-02465/home/11442955,MLS PIN,72127138,N,Y,42.3525623,-71.2369104
PAST SALE,November-17-2016,Single Family Residential,72 Cumberland Rd,Newton,MA,02465,750000,3,2.0,Newton,1468,7635,1939,705,511,,Sold,,,http://www.redfin.com/MA/West-Newton/72-Cumberland-Rd-02465/home/11430511,MLS PIN,72074062,N,Y,42.3502127,-71.2375137
PAST SALE,October-3-2017,Townhouse,29 Oak St #29,Newton,MA,02464,840000,3,3.5,Newton,1763,,1880,385,476,200,Sold,,,http://www.redfin.com/MA/Newton/29-Oak-St-02464/unit-29/home/143655874,MLS PIN,72222227,N,Y,42.3116091,-71.2213108
PAST SALE,October-6-2017,Townhouse,37 Hale St #37,Newton,MA,02464,1000000,3,3.5,Newton,2400,7464,2015,382,417,,Sold,,,http://www.redfin.com/MA/Newton/37-Hale-St-02464/unit-37/home/143279083,MLS PIN,72213070,N,Y,42.3115326,-71.2234193
PAST SALE,October-25-2017,Townhouse,31 Oak St #31,Newton,MA,02464,845000,3,3.5,Newton,1763,,1880,363,479,200,Sold,,,http://www.redfin.com/MA/Newton/31-Oak-St-02464/unit-31/home/143009147,MLS PIN,72204307,N,Y,42.3115789,-71.2209608
PAST SALE,October-26-2017,Single Family Residential,31 Oak St,Newton,MA,02464,845000,3,3.5,Newton,1763,,1880,362,479,,Sold,,,http://www.redfin.com/MA/Newton/31-Oak-St-02464/home/140267787,MLS PIN,72204324,N,Y,42.3115708,-71.2209591
PAST SALE,November-30-2017,Townhouse,6 Rockland Pl #6,Newton,MA,02464,715000,4,2.5,Newton,2041,13537,1850,327,350,100,Sold,,,http://www.redfin.com/MA/Newton/6-Rockland-Pl-02464/unit-6/home/137372313,MLS PIN,72225030,N,Y,42.3173294,-71.2219922
PAST SALE,December-5-2017,Single Family Residential,69 Devonshire Rd,Newton,MA,02468,970000,3,2.5,Waban,2487,9000,1939,322,390,,Sold,,,http://www.redfin.com/MA/Waban/69-Devonshire-Rd-02468/home/11457751,MLS PIN,72227229,N,Y,42.3220546,-71.23162
